TimeStamp,Date,Time,User,Tweet,Text,Location,Sentiment,Score,Pos_Score,Neg_Score,Neu_Score
2022-06-18 23:46:39+00:00,2022-06-18,23:46:39,krecii03,"fathersday🎂
#父の日 https://t.co/D4MC17WknL","fathersday🎂
父の日 httpstcodmcwknl",japan,0,0.0,0.0,0.0,0.0
2022-06-18 23:46:37+00:00,2022-06-18,23:46:37,DodgerChick310,"Everyone coming over for a carne asada, i dont celebrate #FathersDay but my bro in laws deserve to be celebrated.",everyone coming over for a carne asada i dont celebrate fathersday but my bro in laws deserve to be celebrated,110 South,1,0.6188,0.6188,0.0,0.0
2022-06-18 23:46:28+00:00,2022-06-18,23:46:28,HelloCanada,Happy #FathersDay from the Duke of Cambridge! https://t.co/EKmlXsLyNL,happy fathersday from the duke of cambridge httpstcoekmlxslynl,Canada,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:46:18+00:00,2022-06-18,23:46:18,RobMirasol,"🎁#FathersDay
I don’t need anything. Really.
My kids are the only gifts I’ll ever need.

I mean—only a literal troll… https://t.co/ffV1pbV1Jo","🎁fathersday
i don’t need anything really
my kids are the only gifts i’ll ever need

i mean—only a literal troll… httpstcoffvpbvjo","Waianae, HI",0,0.0,0.0,0.0,0.0
2022-06-18 23:46:03+00:00,2022-06-18,23:46:03,Teresa7277,"I love @Nordstrom ! Just knocked out hubby’s #FathersDay gifts and shoes for me🛍🙃

One @getjackblack shaving cream… https://t.co/jqgHeaFfYR","i love nordstrom  just knocked out hubby’s fathersday gifts and shoes for me🛍🙃

one getjackblack shaving cream… httpstcojqgheaffyr",Texas,1,0.6369,0.6369,0.0,0.0
2022-06-18 23:45:42+00:00,2022-06-18,23:45:42,FrediThePizzamn,"What a GREAT #fathersday gift for me. Some knew I wanted this, it’s one of dads original signs from his 1st pizzeri… https://t.co/hRMo6MEdHF",what a great fathersday gift for me some knew i wanted this it’s one of dads original signs from his st pizzeri… httpstcohrmomedhf,"Melvindale, MI",1,0.8519,0.8519,0.0,0.0
2022-06-18 23:45:39+00:00,2022-06-18,23:45:39,NDrules43,As we celebrate the 20th most popular occasion in the world tomorrow aka #FathersDay remember that the 13th most po… https://t.co/E9IrtYV5TZ,as we celebrate the th most popular occasion in the world tomorrow aka fathersday remember that the th most po… httpstcoeirtyvtz,My own little world ,1,0.7778,0.7778,0.0,0.0
2022-06-18 23:45:39+00:00,2022-06-18,23:45:39,EpicBravoGaming,"BRAVO SHOWDOWN ON ROCKET LEAGUE 5PM PACIFIC!! 
1st.$50 
2nd.$25
PLUS GIVEAWAY GAMES!!
PRIZES $25 x2 &amp; 1 FUNKO POP!!… https://t.co/4ha1AtvVKK","bravo showdown on rocket league pm pacific 
st 
nd
plus giveaway games
prizes  x amp  funko pop… httpstcohaatvvkk",,1,0.4588,0.4588,0.0,0.0
2022-06-18 23:45:33+00:00,2022-06-18,23:45:33,Vishura73484520,"@AmazfitGlobal Cube 8

#FathersDay #Amazfit #TRex2 #FathersDay2022 #Smartwatch 
Join
@Rajeshw27857105 @Rajivtech35 @mittal_itsCold","amazfitglobal cube 

fathersday amazfit trex fathersday smartwatch 
join
rajeshw rajivtech mittalitscold","आज़मगढ़, भारत",1,0.296,0.296,0.0,0.0
2022-06-18 23:45:10+00:00,2022-06-18,23:45:10,funtimespark,"⛳️ HAPPY FATHER’S DAY ⛳️
Dad Putts FREE on Sunday, June 19th from 1pm-8:30pm.

Visit our website… https://t.co/A91WoVTvBq","⛳️ happy father’s day ⛳️
dad putts free on sunday june th from pmpm

visit our website… httpstcoawovtvbq","Alliance, OH",1,0.7906,0.7906,0.0,0.0
2022-06-18 23:45:04+00:00,2022-06-18,23:45:04,SueDuffield,"#fathersday Concert at Fairfield Glade Community Church, Fairfield Glade TN at 3pm! https://t.co/DvRz1tB9ao",fathersday concert at fairfield glade community church fairfield glade tn at pm httpstcodvrztbao,"Nashville, TN",0,0.0,0.0,0.0,0.0
2022-06-18 23:45:02+00:00,2022-06-18,23:45:02,CharlesCJrSF,Here's to all of the dads who are always there for their loved ones. #FathersDay #GoodNeighbor https://t.co/XeGqbN7YcN,heres to all of the dads who are always there for their loved ones fathersday goodneighbor httpstcoxegqbnycn,"Chicago, IL",1,0.5994,0.5994,0.0,0.0
2022-06-18 23:44:58+00:00,2022-06-18,23:44:58,EDB_Sr,I just got personalized @Commanders car mats for my car! No one else has them at all! Let’s go!! #fathersday,i just got personalized commanders car mats for my car no one else has them at all let’s go fathersday,Glad to be seen! ,-1,-0.296,0.0,-0.296,0.0
2022-06-18 23:44:53+00:00,2022-06-18,23:44:53,GeraghtyDenise,Wishing these two gems a Happy Father’s Day….my Dad &amp; my better half….the two main men in my life apart from my two… https://t.co/wxRFz2IFfS,wishing these two gems a happy father’s day…my dad amp my better half…the two main men in my life apart from my two… httpstcowxrfziffs,"Sandycove & Kildare, Ireland",1,0.8176,0.8176,0.0,0.0
2022-06-18 23:44:47+00:00,2022-06-18,23:44:47,CMYEdenPrairie,"How are you celebrating Father's Day tomorrow? 
 #cardmyyard #choosejoy #SkiptheCardStaketheYard #fathersday… https://t.co/g8Zlzdlyb5","how are you celebrating fathers day tomorrow 
 cardmyyard choosejoy skipthecardstaketheyard fathersday… httpstcogzlzdlyb",Eden Prairie,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:26+00:00,2022-06-18,23:44:26,CMYMapleGrove,"How are you celebrating Father's Day tomorrow? 
 #cardmyyard #choosejoy #SkiptheCardStaketheYard #fathersday… https://t.co/obER4JiYNh","how are you celebrating fathers day tomorrow 
 cardmyyard choosejoy skipthecardstaketheyard fathersday… httpstcooberjiynh",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:09+00:00,2022-06-18,23:44:09,Eramo_victory,Happy Father's day #fathersday https://t.co/5ocBsnOHWt,happy fathers day fathersday httpstcoocbsnohwt,"Lagos, Nigeria",1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:06+00:00,2022-06-18,23:44:06,WestminCalvary,We’re ready for you! Come out tomorrow before your Father’s Day celebrations! Ice Cream Sundaes after second servic… https://t.co/ww17NxKWOP,we’re ready for you come out tomorrow before your father’s day celebrations ice cream sundaes after second servic… httpstcowwnxkwop,Westminster Colorado,1,0.3612,0.3612,0.0,0.0
2022-06-18 23:44:00+00:00,2022-06-18,23:44:00,a_mart_official,"Get 👔Dad👔 the perfect glass and have a toast 🍻

#asianmart #beer #beercup #FathersDay2022 #FathersDay… https://t.co/GM7V8HwhtB","get 👔dad👔 the perfect glass and have a toast 🍻

asianmart beer beercup fathersday fathersday… httpstcogmvhwhtb",,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:35+00:00,2022-06-19,15:19:35,AmarettoTea,"Happy Father's Day to all wonderful Dads! 

#FathersDay #FathersDay2022 #tralee #kerry #wildatlanticway… https://t.co/DvUfWH8LKt","happy fathers day to all wonderful dads 

fathersday fathersday tralee kerry wildatlanticway… httpstcodvufwhlkt","Tralee, Kerry ",1,0.8126,0.8126,0.0,0.0
2022-06-19 15:19:34+00:00,2022-06-19,15:19:34,JamalSm61856492,I had made #FathersDay #nhlawards2022 and #DaytimeEmmys2022 playing cards😀 https://t.co/lkYzXzPwds,i had made fathersday nhlawards and daytimeemmys playing cards😀 httpstcolkyzxzpwds,"Lawrenceburg, TN",1,0.2023,0.2023,0.0,0.0
2022-06-19 15:19:34+00:00,2022-06-19,15:19:34,CarePartnersCA,"Happy Father's Day to all the dads out there! Today, we say thank you and show our appreciation for everything you… https://t.co/JdyGhJIphX",happy fathers day to all the dads out there today we say thank you and show our appreciation for everything you… httpstcojdyghjiphx,"HQ: Kitchener, Ontario",1,0.8591,0.8591,0.0,0.0
2022-06-19 15:19:33+00:00,2022-06-19,15:19:33,GhabstlyHusk,Happy male progenitor day! #FathersDay,happy male progenitor day fathersday,Your Nightmares ,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:32+00:00,2022-06-19,15:19:32,ChrisRoeMgmt,Happy Father’s Day from us at CRM #fathersday https://t.co/HbIxdkYRQZ,happy father’s day from us at crm fathersday httpstcohbixdkyrqz,Los Angeles,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:32+00:00,2022-06-19,15:19:32,TimmUrschinger,"Happy Father's Day!
#FathersDay https://t.co/7cUJ8X7QZw","happy fathers day
fathersday httpstcocujxqzw",,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:32+00:00,2022-06-19,15:19:32,tommydevoid,Happy #FathersDay https://t.co/j6ZmeGng4M,happy fathersday httpstcojzmegngm,,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:32+00:00,2022-06-19,15:19:32,tlapragency,Sharing #fathersday wishes with all dedicated father’s and father figures! 🏆 https://t.co/0kx0Gz8EzA,sharing fathersday wishes with all dedicated father’s and father figures 🏆 httpstcokxgzeza,"Maryland, USA",1,0.7506,0.7506,0.0,0.0
2022-06-19 15:19:31+00:00,2022-06-19,15:19:31,PSIofDayton,Happy Father’s Day to all of the incredible dads out there! 💙👨🏻‍🍼#PSIDayton #FathersDay #WeLoveOurDads https://t.co/JZOah6pxhD,happy father’s day to all of the incredible dads out there 💙👨🏻‍🍼psidayton fathersday weloveourdads httpstcojzoahpxhd,,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:31+00:00,2022-06-19,15:19:31,FLAIRstrips,Happy #FathersDay! https://t.co/cutnuwBxjd,happy fathersday httpstcocutnuwbxjd,Delano MN USA,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:30+00:00,2022-06-19,15:19:30,Mgrebinsky,"Happy Father’s Day!!!
😜😊👍☀️💐🎶🎈🎉
#happy #fathersday #happyfathersday @ Sheepshead Bay https://t.co/TC6CtuiHcc","happy father’s day
😜😊👍☀️💐🎶🎈🎉
happy fathersday happyfathersday  sheepshead bay httpstcotcctuihcc","Brooklyn, NY",1,0.8126,0.8126,0.0,0.0
2022-06-19 15:19:30+00:00,2022-06-19,15:19:30,MsAngeliqueLuna,"Happy Father’s Day! There are so many people that are great Father’s. 

From pet to step to dual roles and of cours… https://t.co/lXHHgXaJSR","happy father’s day there are so many people that are great father’s 

from pet to step to dual roles and of cours… httpstcolxhhgxajsr",Florida,1,0.8316,0.8316,0.0,0.0
2022-06-19 15:19:28+00:00,2022-06-19,15:19:28,the_fed_23,Tucker went all out! He used my credit card to get me club covers for #FathersDay! What a guy 😂. #DogDad #GoCuse https://t.co/006WaHJiT0,tucker went all out he used my credit card to get me club covers for fathersday what a guy 😂 dogdad gocuse httpstcowahjit,,1,0.3818,0.3818,0.0,0.0
2022-06-19 15:19:28+00:00,2022-06-19,15:19:28,Roblox_Uptime,Happy Fathers Day!! #FathersDay2022 #FathersDay,happy fathers day fathersday fathersday,Roblox,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:27+00:00,2022-06-19,15:19:27,ISDAssociation,Here is to celebrating the heroes we all love and cherish. Happy Father's Day to all the amazing dads out there! 💙… https://t.co/qSIRJycSTh,here is to celebrating the heroes we all love and cherish happy fathers day to all the amazing dads out there 💙… httpstcoqsirjycsth,"Annapolis, MD",1,0.9694,0.9694,0.0,0.0
2022-06-19 15:19:27+00:00,2022-06-19,15:19:27,devonjmathis,"Happy #FathersDay to all of you Dad's out there! 

There's a poem I have in my office with my oldest's feet prints… https://t.co/0XG3dXBQD6","happy fathersday to all of you dads out there 

theres a poem i have in my office with my oldests feet prints… httpstcoxgdxbqd",AD26 California ,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:27+00:00,2022-06-19,15:19:27,ReddRoy,Do y’all know #FathersDay is like number 30 Holiday rankings 😐,do y’all know fathersday is like number  holiday rankings 😐,St. Louis Mo,1,0.6705,0.6705,0.0,0.0
2022-06-19 15:19:25+00:00,2022-06-19,15:19:25,FixedByte,We can never thank our fathers enough for everything they’ve done and continue to do for us. Happy Father's  Day to… https://t.co/GoUFGNlfST,we can never thank our fathers enough for everything they’ve done and continue to do for us happy fathers  day to… httpstcogoufgnlfst,"Accra, Ghana",1,0.3798,0.3798,0.0,0.0
2022-06-19 15:19:24+00:00,2022-06-19,15:19:24,The_fowosere,"To everyone that has ever called me daddy, papa, zaddy etc or anyone who has ever billed me for cash or it’s equiva… https://t.co/CQAKaUPQHf",to everyone that has ever called me daddy papa zaddy etc or anyone who has ever billed me for cash or it’s equiva… httpstcocqakaupqhf,"Lagos, Nigeria",0,0.0,0.0,0.0,0.0
2022-06-19 15:19:23+00:00,2022-06-19,15:19:23,k8sg97,Happy #FathersDay to two of the best to ever do it ❤️ https://t.co/Dra7R5LBrF,happy fathersday to two of the best to ever do it ❤️ httpstcodrarlbrf,,1,0.836,0.836,0.0,0.0
2022-06-19 15:19:22+00:00,2022-06-19,15:19:22,SpaldingAce,"If you’re off to visit dad this #FathersDay, don’t forget the card! We still have a wide variety to choose from in… https://t.co/pnA1PpJtkc",if you’re off to visit dad this fathersday don’t forget the card we still have a wide variety to choose from in… httpstcopnappjtkc,"Lockport, NY",-1,-0.2263,0.0,-0.2263,0.0
2022-06-19 15:19:20+00:00,2022-06-19,15:19:20,BLiltpodcast,"To the fatherless, take hope in Psalm 68:5 ... that He is ...""A father to the fatherless, a defender of widows, is… https://t.co/Uxj8DTJItH",to the fatherless take hope in psalm   that he is a father to the fatherless a defender of widows is… httpstcouxjdtjith,"Chicago, IL",1,0.5106,0.5106,0.0,0.0
2022-06-19 15:19:20+00:00,2022-06-19,15:19:20,MonStar003,"Happy Father’s Day to my favorite fathers in the whole wide world 💕
#fathersday #daddysgirl #themosthandsomegrandpa… https://t.co/YIKOtee4PC","happy father’s day to my favorite fathers in the whole wide world 💕
fathersday daddysgirl themosthandsomegrandpa… httpstcoyikoteepc",,1,0.7717,0.7717,0.0,0.0
2022-06-19 15:19:19+00:00,2022-06-19,15:19:19,ObisesanJohnson,"Let's settle this once and for all so we go take know which one to use.

Which cord is best for wiping neck?
Like f… https://t.co/cZcucrgrAg","lets settle this once and for all so we go take know which one to use

which cord is best for wiping neck
like f… httpstcoczcucrgrag",Face front,1,0.7717,0.7717,0.0,0.0
2022-06-19 15:19:19+00:00,2022-06-19,15:19:19,BellevilleCoop,"Happy #FathersDay to all the fathers and father figures out there 💙 May you always get green lights, may your pillo… https://t.co/xIjoLLL5eM",happy fathersday to all the fathers and father figures out there 💙 may you always get green lights may your pillo… httpstcoxijolllem,"Belleville, Ontario",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:19+00:00,2022-06-19,15:19:19,45Fantomex,"Didn't have a father growing up, so I admire a man who provided for his family, loved his children, and you know st… https://t.co/jQH2d5vRHx",didnt have a father growing up so i admire a man who provided for his family loved his children and you know st… httpstcojqhdvrhx,,1,0.7766,0.7766,0.0,0.0
2022-06-19 15:19:18+00:00,2022-06-19,15:19:18,NunguaDjslim,"On behalf of your children who got stuck in condoms, those who landed in your boxers and those who landed in the th… https://t.co/fefO4QcS43",on behalf of your children who got stuck in condoms those who landed in your boxers and those who landed in the th… httpstcofefoqcs,,0,-0.25,0.0,0.0,-0.25
2022-06-19 15:19:17+00:00,2022-06-19,15:19:17,RenCarothers,"#FathersDay has me missing my dad, but feeling profoundly thankful to my Heavenly Father for blessing me with such… https://t.co/Vfpd8wFopl",fathersday has me missing my dad but feeling profoundly thankful to my heavenly father for blessing me with such… httpstcovfpdwfopl,Lexington,1,0.9517,0.9517,0.0,0.0
2022-06-19 15:19:17+00:00,2022-06-19,15:19:17,getbent_lage,To the ones that made me a Dad…thank you ❤️❤️! Happy Father’s Day to all the Dad’s on @Twitter #FathersDay https://t.co/bRvYNV8jyb,to the ones that made me a dad…thank you ❤️❤️ happy father’s day to all the dad’s on twitter fathersday httpstcobrvynvjyb,United States,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:16+00:00,2022-06-19,15:19:16,NinjaPratham27,"Your father's work?
#FathersDay 
#INDvSA","your fathers work
fathersday 
indvsa","Haryana, India",0,0.0,0.0,0.0,0.0
2022-06-19 15:19:16+00:00,2022-06-19,15:19:16,DeWayneHamby,“When is Kid’s Day!??” — My kids said it so yours don’t have to. #FathersDay,“when is kid’s day” — my kids said it so yours don’t have to fathersday,"Orlando, FL",0,0.0,0.0,0.0,0.0
2022-06-19 15:19:16+00:00,2022-06-19,15:19:16,RP_Joinery,Hope everyone is having a nice weekend. We’ve been busy getting our new premises set up. Please check out my… https://t.co/rEJfel1DPV,hope everyone is having a nice weekend we’ve been busy getting our new premises set up please check out my… httpstcorejfeldpv,"Worcester, England",1,0.7906,0.7906,0.0,0.0
2022-06-19 15:19:16+00:00,2022-06-19,15:19:16,_MrDreamcatcher,Happy Father’s Day #HappyFathersDay2022 #FathersDay #fatherhood https://t.co/ICBlyYZqV7,happy father’s day happyfathersday fathersday fatherhood httpstcoicblyyzqv,"Maharashtra, India",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:15+00:00,2022-06-19,15:19:15,SexPositiveMe,"Happy Father’s Day! There are so many people that are great Father’s. 

From pet to step to dual roles and of cours… https://t.co/8CBWBrxjLK","happy father’s day there are so many people that are great father’s 

from pet to step to dual roles and of cours… httpstcocbwbrxjlk","Orlando, FL",1,0.8316,0.8316,0.0,0.0
2022-06-19 15:19:15+00:00,2022-06-19,15:19:15,ErinGrieve17,Happy Fathers’ Day to this absolute legend @JimGrieve27 💜 #FathersDay https://t.co/icElGSPixQ,happy fathers’ day to this absolute legend jimgrieve 💜 fathersday httpstcoicelgspixq,"Edinburgh, Scotland",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:14+00:00,2022-06-19,15:19:14,Kil889,I won’t hold ya’ll…this is EASILY the dopest #FathersDay gift I gotten! And Tee &amp; Nay have copped me some fly ish b… https://t.co/fHURIqinnS,i won’t hold ya’ll…this is easily the dopest fathersday gift i gotten and tee amp nay have copped me some fly ish b… httpstcofhuriqinns,DMV via Philly,1,0.6486,0.6486,0.0,0.0
2022-06-19 15:19:14+00:00,2022-06-19,15:19:14,Veganbabelife,Having a few days where I just expected my dad to come through the door any minute has been hard. As was going past… https://t.co/es1Dwr8y3Q,having a few days where i just expected my dad to come through the door any minute has been hard as was going past… httpstcoesdwryq,"Brighton, UK",-1,-0.1027,0.0,-0.1027,0.0
2022-06-19 15:19:14+00:00,2022-06-19,15:19:14,EPICLongIsland,"Wishing a Happy Father's Day to everyone in our EPIC family and everywhere! If your dad is no longer with us, may t… https://t.co/ObX6ZBLz8w",wishing a happy fathers day to everyone in our epic family and everywhere if your dad is no longer with us may t… httpstcoobxzblzw,"East Meadow, NY",1,0.5267,0.5267,0.0,0.0
2022-06-19 15:19:14+00:00,2022-06-19,15:19:14,viralpix_,"Yash Family Pics ❤️
 #YashBOSS #FathersDay #fathersdaysurprise #fatherdaughter #FathersDayquotes https://t.co/ioyU4SyKqV","yash family pics ❤️
 yashboss fathersday fathersdaysurprise fatherdaughter fathersdayquotes httpstcoioyusykqv",Visit Website 👉,0,0.0,0.0,0.0,0.0
2022-06-19 15:19:13+00:00,2022-06-19,15:19:13,Deeshoenutz,@Chicagopirates1 Happy Fathersday fam💯💯💪🏻,chicagopirates happy fathersday fam💯💯💪🏻,"Los Angeles, CA",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:13+00:00,2022-06-19,15:19:13,RichardLZulick,"I’m fortunate and blessed in so many ways, but these beautiful and precious people are what I’m most proud of every… https://t.co/YT8psED4OA",i’m fortunate and blessed in so many ways but these beautiful and precious people are what i’m most proud of every… httpstcoytpsedoa,,1,0.9656,0.9656,0.0,0.0
2022-06-19 15:19:13+00:00,2022-06-19,15:19:13,BestPets,"Happy Father's Day to all of the dad's out there, including dog dads! 💗 🐶 

#PetsKnowBest #FathersDay #HuggiePup https://t.co/dD1PBtMpSY","happy fathers day to all of the dads out there including dog dads 💗 🐶 

petsknowbest fathersday huggiepup httpstcoddpbtmpsy",,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:13+00:00,2022-06-19,15:19:13,gangsofbhakt,"Seems like it's not father day but a #DiorSauvage day. 

How many father's got gifted this? 

#FathersDay… https://t.co/uSYxJiyRoI","seems like its not father day but a diorsauvage day 

how many fathers got gifted this 

fathersday… httpstcousyxjiyroi",,1,0.1901,0.1901,0.0,0.0
2022-06-19 15:19:13+00:00,2022-06-19,15:19:13,Jiya91357815,"@SamsungIndia 
#FathersDay #Sumsang
#GalaxyS22 
Father gives everything  that is monetary or non-monetary to their… https://t.co/tG53XpTLBT","samsungindia 
fathersday sumsang
galaxys 
father gives everything  that is monetary or nonmonetary to their… httpstcotgxptlbt",,0,0.0,0.0,0.0,0.0
2022-06-19 15:19:12+00:00,2022-06-19,15:19:12,RegsDett,"@RealGlenMacnow @PhillyInquirer 1st, Happy Father's Day!!! 2nd, Doctor for a son, 3rd, You killed it as a father... #FathersDay",realglenmacnow phillyinquirer st happy fathers day nd doctor for a son rd you killed it as a father fathersday,"Philadelphia, PA",-1,-0.2023,0.0,-0.2023,0.0
2022-06-19 15:19:11+00:00,2022-06-19,15:19:11,EFitzenposse,"Happy Fathers Day to all the fathers out there!! I'm not talking sperm donors, but true Fathers who are actively a… https://t.co/TSVphu4Vfr",happy fathers day to all the fathers out there im not talking sperm donors but true fathers who are actively a… httpstcotsvphuvfr,One Click Away,1,0.8402,0.8402,0.0,0.0
2022-06-19 15:19:11+00:00,2022-06-19,15:19:11,fiveminmajorpod,We here at Five Minute Major would like to wish everyone a happy #JuneTeenth and #FathersDay! Enjoy the day!,we here at five minute major would like to wish everyone a happy juneteenth and fathersday enjoy the day,"Philadelphia, PA",1,0.9022,0.9022,0.0,0.0
2022-06-19 15:19:11+00:00,2022-06-19,15:19:11,SchoolJokesK_12,"Do #dads always snore?… No, only when they are asleep!  https://t.co/0OpUQ1mA6g #DadJokes #FathersDay2022 #FathersDay #FathersDayWeekend",do dads always snore… no only when they are asleep  httpstcoopuqmag dadjokes fathersday fathersday fathersdayweekend,"Boston, MA",-1,-0.296,0.0,-0.296,0.0
2022-06-19 15:19:11+00:00,2022-06-19,15:19:11,justaddwaterdev,"Happy Father's Day to all of our Dads, step dad's, uncles, brothers and friends who do a fantastic job at being the… https://t.co/lGhTzwDAkr",happy fathers day to all of our dads step dads uncles brothers and friends who do a fantastic job at being the… httpstcolghtzwdakr,Yorkshire,1,0.886,0.886,0.0,0.0
2022-06-19 15:19:09+00:00,2022-06-19,15:19:09,rohitaswal007,"It was easier for a 10yr old me to wish my dad on #FathersDay, than 21 yr old me now. 
But I've love and respect fo… https://t.co/YF25UFA4mo","it was easier for a yr old me to wish my dad on fathersday than  yr old me now 
but ive love and respect fo… httpstcoyfufamo",,1,0.9287,0.9287,0.0,0.0
2022-06-19 15:19:09+00:00,2022-06-19,15:19:09,SourajitBasu4,"HAPPY FATHER'S DAY
#FathersDay #utsav #Hinduism #fatherhood https://t.co/HlTW1B3021","happy fathers day
fathersday utsav hinduism fatherhood httpstcohltwb","Kolkata, India",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:09+00:00,2022-06-19,15:19:09,MovieMantz,HAPPY FATHER’S DAY!!! #FathersDay https://t.co/Dxtjm409je,happy father’s day fathersday httpstcodxtjmje,"Los Angeles, CA",1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:08+00:00,2022-06-19,15:19:08,ChibiusaMochi,Happy Father’s Day to Jecht! #FinalFantasy #FFX #FathersDay https://t.co/regEDraK9A,happy father’s day to jecht finalfantasy ffx fathersday httpstcoregedraka,,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:08+00:00,2022-06-19,15:19:08,Smootasaurus,"I'll go with Dad splits 😍 Not bad for almost 50. That hill on mile 5 tho... Making me work for it.

Do something fo… https://t.co/4yssUPUSuS","ill go with dad splits 😍 not bad for almost  that hill on mile  tho making me work for it

do something fo… httpstcoyssupusus",New York City,0,0.0129,0.0,0.0,0.0129
2022-06-19 15:19:07+00:00,2022-06-19,15:19:07,abstrusination,"#FathersDay To Bunion, the boy wonder, wherever you are... https://t.co/fmYyNRZ8Z1",fathersday to bunion the boy wonder wherever you are httpstcofmyynrzz,Edge of the North Country,0,0.0,0.0,0.0,0.0
2022-06-19 15:19:07+00:00,2022-06-19,15:19:07,jorgeco37551116,"Ontario provincial police say On FathersDay, we celebrate OPP fathers, and all the other dads across Ontario. Thank… https://t.co/9qY6aaCVbH",ontario provincial police say on fathersday we celebrate opp fathers and all the other dads across ontario thank… httpstcoqyaacvbh,Province of Ontario Canada ,1,0.5719,0.5719,0.0,0.0
2022-06-19 15:19:07+00:00,2022-06-19,15:19:07,BradCraft,Well I didn't win the $200grand but my #GasMonkeyGarage detail kit came in handy on this #FathersDay . Thanks fella… https://t.co/CeI0TS4Rew,well i didnt win the grand but my gasmonkeygarage detail kit came in handy on this fathersday  thanks fella… httpstcoceitsrew,Wichita Kansas,1,0.3867,0.3867,0.0,0.0
2022-06-19 15:19:06+00:00,2022-06-19,15:19:06,LudhianaRPolice,“Fathers just have a way of putting everything together.” #FathersDay  #PunjabPoliceFathersDayCelebrations https://t.co/yobub7GuGt,“fathers just have a way of putting everything together” fathersday  punjabpolicefathersdaycelebrations httpstcoyobubgugt,Jagraon,0,0.0,0.0,0.0,0.0
2022-06-19 15:19:06+00:00,2022-06-19,15:19:06,yenkwin,"So some people dey shame to post their father, na wa o

#HappyFathersDay2022 #FathersDay #FathersDay2022","so some people dey shame to post their father na wa o

happyfathersday fathersday fathersday",Nigeria,-1,-0.4767,0.0,-0.4767,0.0
2022-06-19 15:19:06+00:00,2022-06-19,15:19:06,ugwildlife,Chest-thumps to all the awesome dads out there. Happy #FathersDay! https://t.co/A9zzRtCkOd,chestthumps to all the awesome dads out there happy fathersday httpstcoazzrtckod,Uganda,1,0.8316,0.8316,0.0,0.0
2022-06-19 15:19:05+00:00,2022-06-19,15:19:05,VideoCityTVshow,#HappyJuneteenth #TV Alert📺#FathersDay Edition #QUEENS 11PM Channels 35/79/83/1998 Verizon/Optimum/RCN/Spectrum… https://t.co/Ma4vPBpTMx,happyjuneteenth tv alert📺fathersday edition queens pm channels  verizonoptimumrcnspectrum… httpstcomavpbptmx,New York ,0,0.0,0.0,0.0,0.0
2022-06-19 15:19:05+00:00,2022-06-19,15:19:05,MoondogJuJu,"Happy #FathersDay to the Dad’s out here! 

Happy birthday to my baby girl! I love being a #GirlDad &amp; the father of… https://t.co/uJYO1315Nn","happy fathersday to the dad’s out here 

happy birthday to my baby girl i love being a girldad amp the father of… httpstcoujyonn",United States,1,0.9118,0.9118,0.0,0.0
2022-06-19 15:19:05+00:00,2022-06-19,15:19:05,time_captain,"Father’s Day,
Our dad Richard had such a short time on this earth but I remember him often. I can still hear his vo… https://t.co/QQYky3fzw3","father’s day
our dad richard had such a short time on this earth but i remember him often i can still hear his vo… httpstcoqqykyfzw","Sedro-Woolley, WA",0,0.0,0.0,0.0,0.0
2022-06-19 15:19:05+00:00,2022-06-19,15:19:05,JadoreMontreal,"Montreal: Happy Father's Day to the many wonderful, loving men who lift us up. 🥰📷 evablue #montreal #MTLmoments… https://t.co/zHeVeq1tbK",montreal happy fathers day to the many wonderful loving men who lift us up 🥰📷 evablue montreal mtlmoments… httpstcozheveqtbk,"Montréal, Québec",1,0.9062,0.9062,0.0,0.0
2022-06-19 15:19:05+00:00,2022-06-19,15:19:05,3fm927,Father’s day celebration: This is our way of pampering all our hardworking fathers who have taken up all the hercul… https://t.co/gDVcy9yvTs,father’s day celebration this is our way of pampering all our hardworking fathers who have taken up all the hercul… httpstcogdvcyyvts,"Accra, Ghana",0,0.0,0.0,0.0,0.0
